"FieldName3.0","Category","SubCategory","SchemaLocation","XMLTag","Definition","DataType","Optionality","DomainListYN","WqxV2.FieldName","WqxV2.ActivityMetricProfile","WqxV2.BiolHabitatMetricProfile","WqxV2.BiologicalProfile","WqxV2.NarrowProfile","WqxV2.OrganizationProfile","WqxV2.PhysChemProfile","WqxV2.ProjectProfile","WqxV2.PrjMonLocWeightingProfile","WqxV2.QuantitationLimitProfile","WqxV2.SamplingActivityProfile","WqxV2.SiteProfile"
"SamplePrepMethod_ContainerLabel","","SAMPLE Prep","05.03.04.02","SampleContainerLabelName","The identification number or code assigned by the LAB or data collector.. Sample Identification Codes and Labeling","string max 60","Optional","",,,,,,,,,,,,
"SamplePrepMethod_ContainerType","","SAMPLE Prep","05.03.04.03","SampleContainerTypeName","The text describing the sample container type.","From domain values string max 60","Optional","Yes
","SampleContainerTypeName",,,"SampleContainerTypeName",,,,,,,"SampleContainerTypeName",
"SamplePrepMethod_ContainerColor","","SAMPLE Prep","05.03.04.04","SampleContainerColorName","The text describing the sample container color.","From domain values string max 60","Optional","Yes
","SampleContainerColorName",,,"SampleContainerColorName",,,,,,,"SampleContainerColorName",
"SamplePrepMethod_ChemicalPreservativeUsed","","SAMPLE Prep","05.03.04.05","ChemicalPreservativeUsedName","Information describing the chemical means to preserve the sample.","string max 250","Optional","","ChemicalPreservativeUsedName",,,"ChemicalPreservativeUsedName",,,,,,,"ChemicalPreservativeUsedName",
"SamplePrepMethod_ThermalPreservativeUsed","","SAMPLE Prep","05.03.04.06","ThermalPreservativeUsedName","Information describing the temperature means used to preserve the sample.","From domain values string max 250","Optional","Yes
","ThermalPreservativeUsedName",,,"ThermalPreservativeUsedName",,,,,,,"ThermalPreservativeUsedName",
"SamplePrepMethod_TransportStorageDescription","","SAMPLE Prep","05.03.04.07","SampleTransportStorageDescription","The text describing sample handling and transport procedures used.","string max 1999","Optional","","SampleTransportStorageDescription",,,"SampleTransportStorageDescription",,,,,,,"SampleTransportStorageDescription",
"Activity_HydrologicCondition","","SAMPLE  Description","05.03.05","HydrologicCondition","Hydrologic condition is the hydrologic condition that is represented by the sample collected (i.e. ? normal, falling, rising, peak stage).","From domain values string max 60","Optional","","HydrologicCondition",,,"HydrologicCondition",,,"HydrologicCondition",,,,"HydrologicCondition",
"Activity_HydrologicEvent","","SAMPLE  Description","05.03.06","HydrologicEvent","A hydrologic event that is represented by the sample collected (i.e. - storm, drought, snowmelt).","From domain values string max 60","Optional","","HydrologicEvent",,,"HydrologicEvent",,,"HydrologicEvent",,,,"HydrologicEvent",
"ActivityMetric_MetricTypeIdentifier","","ACTIVITY Metric","05.04.01.01","MetricTypeIdentifier","A designator used to describe the unique name, number, or code assigned to identify the metric (Organization specific).","string max 50","Conditional (see business rule)","Yes, but see note in business rules.","ActivityMetricType/MetricTypeIdentifier","ActivityMetricType/MetricTypeIdentifier",,,,,,,,,,
"ActivityMetric_MetricTypeContext","","ACTIVITY Metric","05.04.01.02","MetricTypeIdentifierContext","Identifies the source or data system that created or defined the metric.","string max 50","Conditional (see business rule)","","ActivityMetricType/MetricTypeIdentifierContext","ActivityMetricType/MetricTypeIdentifierContext",,,,,,,,,,
"ActivityMetric_MetricType","","ACTIVITY Metric","05.04.01.03","MetricTypeName","Name of the activity metric.","string max 100","Conditional (see business rule)","","ActivityMetricType/MetricTypeName","ActivityMetricType/MetricTypeName",,,,,,,,,,
"MetricTypeCitation_ResourceTitle","","ACTIVITY Metric","05.04.01.04.01","ResourceTitleName","A name given to the resource","string min 1 string max 120","Conditional (see business rule)","","MetricTypeCitation/ResourceTitleName","MetricTypeCitation/ResourceTitleName","ResourceTitleName",,,,,,,,,
"MetricTypeCitation_ResourceCreator","","ACTIVITY Metric","05.04.01.04.02","ResourceCreatorName","An entity primarily responible for making the content of the resource.","string max 120","Optional","","MetricTypeCitation/ResourceCreatorName","MetricTypeCitation/ResourceCreatorName","ResourceCreatorName",,,,,,,,,
"MetricTypeCitation_ResourceSubject","","ACTIVITY Metric","05.04.01.04.03","ResourceSubjectText","A topic of the content of the resource.","string max 4000","Optional","","MetricTypeCitation/ResourceSubjectText","MetricTypeCitation/ResourceSubjectText","ResourceSubjectText",,,,,,,,,
"MetricTypeCitation_ResourcePublisher","","ACTIVITY Metric","05.04.01.04.04","ResourcePublisherName","An entity responsible for making the resource available.","string max 60","Optional","","MetricTypeCitation/ResourcePublisherName","MetricTypeCitation/ResourcePublisherName","ResourcePublisherName",,,,,,,,,
"MetricTypeCitation_ResourceDate","","ACTIVITY Metric","05.04.01.04.05","ResourceDate","A date of an event in the lifecycle of the resource.","date (YYYY-MM-DD)","Conditional (see business rule)","","MetricTypeCitation/ResourceDate","MetricTypeCitation/ResourceDate","ResourceDate",,,,,,,,,
"MetricTypeCitation_ResourceIdentifier","","ACTIVITY Metric","05.04.01.04.06","ResourceIdentifier","An unambiguous reference to the resource within a given context.","string min 1 string max 255","Conditional (see business rule)","","MetricTypeCitation/ResourceIdentifier","MetricTypeCitation/ResourceIdentifier","ResourceIdentifier",,,,,,,,,
"MetricTypeCitation_MetricTypeScale","","ACTIVITY Metric","05.04.01.05","MetricTypeScaleText","Provides a description of the scale used for the activity metric.","string max 50","Optional","","MetricTypeCitation/MetricTypeScaleText","MetricTypeCitation/MetricTypeScaleText",,,,,,,,,,
"MetricTypeCitation_FormulaDescription","","ACTIVITY Metric","05.04.01.06","FormulaDescriptionText","Provides a description of the formula used to calculate the activity metric score.","string max 4000","Optional","","MetricTypeCitation/FormulaDescriptionText","MetricTypeCitation/FormulaDescriptionText",,,,,,,,,,
"MetricValue_Measure","","ACTIVITY Metric","05.04.02.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","MetricValueMeasure/MeasureValue","MetricValueMeasure/MeasureValue",,,,,,,,,,
"MetricValue_MeasureUnit","","ACTIVITY Metric","05.04.02.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","MetricValueMeasure/MeasureUnitCode","MetricValueMeasure/MeasureUnitCode",,,,,,,,,,
"MetricValue_Score","","ACTIVITY Metric","05.04.03","MetricScore","Provides the scaled or calculated score for the activity metric.","string max 60","Conditional (see business rule)","","MetricValueMeasure/MetricScoreNumeric","MetricValueMeasure/MetricScoreNumeric",,,,,,,,,,
"MetricValue_Comment","","ACTIVITY Metric","05.04.05","MetricCommentText","Free text with general comments concerning the metric.","string max 4000","Optional","","MetricValueMeasure/MetricCommentText","MetricValueMeasure/MetricCommentText",,,,,,,,,,
"MetricValue_Index","","ACTIVITY Metric","05.04.06","IndexIdentifier","A unique designator used to identify a unique index record that the activity metric is associated with.","string min 1 string max 55","Optional","","MetricValueMeasure/IndexIdentifier","MetricValueMeasure/IndexIdentifier",,,,,,,,,,
"MetricValue_SamplingPointPlaceInSeries","","ACTIVITY Metric","05.04.04","MetricSamplingPointPlaceInSeries","The order in which a single point within a sampling frame was visited in relation to other components.","String max 60","Optional","",,,,,,,,,,,,
"ActivityAttachment_FileName","","Activity Binary Object","05.05.01","BinaryObjectFileName","The text describing the descriptive name used to represent the file, including file extension.","string min 1 string max 255","Conditional (see business rule)","","BinaryObjectFileName",,,,,,"BinaryObjectFileName",,,,"BinaryObjectFileName",
"ActivityAttachment_FileType","","Activity Binary Object","05.05.02","BinaryObjectFileTypeCode","The text or acronym describing the binary content type of a file.","string min 1 string max 6","Conditional (see business rule)","","BinaryObjectFileTypeCode",,,,,,"BinaryObjectFileTypeCode",,,,"BinaryObjectFileTypeCode",
"ActivityAttachment_FileDownload","","","05.05.90outbounda","ActivityFileUrl","Url for downloading electronic attachments including any other documents, images, maps, photos, laboratory materials, geospatial coverages, and other objects associated with the activity.","","","","ActivityFileUrl",,,,,,,,,,"ActivityFileUrl",
"Result_DataLoggerLine","","Result Description","06.00.01","DataLoggerLineName","The unique line identifier from a data logger result text file, normally a date/time format but could be any user defined name, e.g. ""surface"", ""midwinter"", and or ""bottom"".)","string max 60","Conditional (see business rule)","",,,,,,,,,,,,
"Result_ResultDetectionCondition","","Result Description","06.00.02","ResultDetectionConditionText","The textual descriptor of a result.","From domain values string max 35","Conditional:(see business rule)","Yes
","ResultDetectionConditionText",,,"ResultDetectionConditionText","ResultDetectionConditionText",,"ResultDetectionConditionText",,,,,
"Result_Characteristic","","Result Description","06.00.03","CharacteristicName","The object, property, or substance which is evaluated or enumerated by either a direct field measurement, a direct field observation, or by laboratory analysis of material collected in the field.","From domain values string max 255","Conditional:(see business rule)","Yes
","CharacteristicName",,,"CharacteristicName","CharacteristicName",,"CharacteristicName",,,"CharacteristicName",,
"Result_CharacteristicUserSupplied","","Result Description","06.00.04","CharacteristicNameUserSupplied","The user supplied object, property, or substance which is evaluated or enumerated by either a direct field measurement, a direct field observation, or by laboratory analysis of material collected in the field.","String max 255","Optional","",,,,,,,,,,,,
"Result_CASNumber","","","06.00.04outbounda","CASNumber","A unique numerical identifier assigned by the Chemical Abstracts Service (CAS) to every chemical substance.","","","",,,,,,,,,,,,
"Result_MethodSpeciation","","Result Description","06.00.05","MethodSpeciationName","Identifies the chemical speciation in which the measured result is expressed.","From domain values string max 20","Optional","Yes
","MethodSpeciationName",,,,,,"MethodSpeciationName",,,,,
"Result_SampleFraction","","Result Description","06.00.06","ResultSampleFractionText","The text name of the portion of the sample associated with results obtained from a physically-partitioned sample.","From domain values string max 25","Conditional (see business rule)","Yes
","ResultSampleFractionText",,,,,,"ResultSampleFractionText",,,,,
"ResultBiological_Intent","","BIOLOGICAL Result Description","06.01.01","BiologicalIntentName","The primary reason the biological monitoring has occurred.","From domain values string max 35","Conditional","Yes","BiologicalIntentName",,,"BiologicalIntentName","BiologicalIntentName",,,,,,,
"ResultBiological_IndividualIdentifier","","BIOLOGICAL Result Description","06.01.02","BiologicalIndividualIdentifier","A number uniquely identifying the individual in accordance with the total number of individuals reported by the user.","string max 60","Optional","","BiologicalIndividualIdentifier",,,"BiologicalIndividualIdentifier","BiologicalIndividualIdentifier",,,,,,,
"ResultBiological_Taxon","","BIOLOGICAL Result Description","06.01.03","SubjectTaxonomicName","The name of the organism sampled as part of a biological sample.","From domain values string max 255","Conditional","","SubjectTaxonomicName",,,"SubjectTaxonomicName","SubjectTaxonomicName",,"SubjectTaxonomicName",,,,,
"ResultBiological_TaxonUserSupplied","","BIOLOGICAL Result Description","06.01.04","SubjectTaxonomicNameUserSupplied","The user supplied name of the organism sampled as part of a biological sample.","string max 255","Optional","",,,,,,,,,,,,
"ResultBiological_TaxonUserSuppliedReference","","BIOLOGICAL Result Description","06.01.05","SubjectTaxonomicNameUserSuppliedReferenceText","Identifies the source or data system that created or defined the identifier.","string max 255","Optional","",,,,,,,,,,,,
"ResultBiological_UnidentifiedSpeciesIdentifier","","BIOLOGICAL Result Description","06.01.06","UnidentifiedSpeciesIdentifier","A number or name assigned as a part of a taxonomic identification. Used with a valid genus name to indicate a unique species has been observed but not taxonomically identified.","string max 255","Optional","","UnidentifiedSpeciesIdentifier",,,"UnidentifiedSpeciesIdentifier","UnidentifiedSpeciesIdentifier",,,,,,,
"ResultBiological_SampleTissueAnatomy","","BIOLOGICAL Result Description","06.01.07","SampleTissueAnatomyName","The name of the anatomy from which a tissue sample was taken.","From domain values string max 50","Conditional","Yes
","SampleTissueAnatomyName",,,"SampleTissueAnatomyName","SampleTissueAnatomyName",,"SampleTissueAnatomyName",,,,,
"ResultBiological_GroupSummaryCount","","BIOLOGICAL Result Description","06.01.08","GroupSummaryCount","Captures the total count for a Group Summary","string max 60","Conditional (see business rules)","",,,,,,,,,,,,
"GroupSummaryWeight_Measure","","BIOLOGICAL Result Description","06.01.09.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Conditional (see business rules)","",,,,,,,,,,,,
"GroupSummaryWeight_MeasureUnit","","BIOLOGICAL Result Description","06.01.09.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Conditional (see business rules)","Yes",,,,,,,,,,,,
"Taxonomy_CellForm","","Result Taxonomic Details","06.01.10.01","CellFormName","The name of the cell form for phytoplankton organisms expressed as a result. A single phytoplankton species may have a result value for any or all of these cell forms.","From domain values string max 11","Optional","Yes","CellFormName",,,"CellFormName","CellFormName",,,,,,,
"Taxonomy_CellShape","","Result Taxonomic Details","06.01.10.02","CellShapeName","The cell shape of the phytoplankton organism.","From domain values string max 18","Optional","Yes","CellShapeName",,,"CellShapeName","CellShapeName",,,,,,,
"Taxonomy_Habit","","Result Taxonomic Details","06.01.10.03","HabitName","The position that the characteristic occupies in a food chain","From domain values string max 15","OptionalMay have 0 to 3 instances for each TaxonomicDetails","Yes","HabitName",,,"HabitName","HabitName",,,,,,,
"Taxonomy_Voltinism","","Result Taxonomic Details","06.01.10.04","VoltinismName","The number of broods or generations of the characteristic in a year","From domain values string max 25","Optional","Yes","VoltinismName",,,"VoltinismName",,,,,,,,
"Taxonomy_PollutionTolerance","","Result Taxonomic Details","06.01.10.05","TaxonomicPollutionTolerance","For entries representing taxa, a code representing the ability of the reported taxon to tolerate pollution. ","string max 30","Optional","","TaxonomicPollutionTolerance",,,"TaxonomicPollutionTolerance","TaxonomicPollutionTolerance",,,,,,,
"Taxonomy_PollutionToleranceScale","","Result Taxonomic Details","06.01.10.06","TaxonomicPollutionToleranceScaleText","Provides a description of the scale used for the taxonomic pollution tolerance value.","string max 50","Optional","","TaxonomicPollutionToleranceScaleText",,,"TaxonomicPollutionToleranceScaleText","TaxonomicPollutionToleranceScaleText",,,,,,,
"Taxonomy_TrophicLevel","","Result Taxonomic Details","06.01.10.07","TrophicLevelName","For entries representing taxa, a code representing the trophic level with which the reported taxon is typically assigned. ","string max 30","Optional","","TrophicLevelName",,,"TrophicLevelName","TrophicLevelName",,,,,,,
"Taxonomy_FunctionalFeedingGroup","","Result Taxonomic Details","06.01.10.08","FunctionalFeedingGroupName","For entries representing taxa, a code representing the functional feeding group with which the reported taxon is typically associated. ","string max 30","OptionalMay have 0 to 3 instances for each TaxonomicDetails","","FunctionalFeedingGroupName",,,"FunctionalFeedingGroupName","FunctionalFeedingGroupName",,,,,,,
"TaxonomyCitation_ResourceTitle","","Result Taxonomic Details","06.01.10.09.01","ResourceTitleName","A name given to the resource","string min 1 string max 120","Conditional (see business rule)","","TaxonomicDetailsCitation/ResourceTitleName",,"ResourceTitleName","TaxonomicDetailsCitation/ResourceTitleName","TaxonomicDetailsCitation/ResourceTitleName",,,,,,,
"TaxonomyCitation_ResourceCreator","","Result Taxonomic Details","06.01.10.09.02","ResourceCreatorName","An entity primarily responible for making the content of the resource.","string max 120","Optional","","TaxonomicDetailsCitation/ResourceCreatorName",,"ResourceCreatorName","TaxonomicDetailsCitation/ResourceCreatorName","TaxonomicDetailsCitation/ResourceCreatorName",,,,,,,
"TaxonomyCitation_ResourceSubject","","Result Taxonomic Details","06.01.10.09.03","ResourceSubjectText","A topic of the content of the resource.","string max 4000","Optional","","TaxonomicDetailsCitation/ResourceSubjectText",,"ResourceSubjectText","TaxonomicDetailsCitation/ResourceSubjectText","TaxonomicDetailsCitation/ResourceSubjectText",,,,,,,
"TaxonomyCitation_ResourcePublisher","","Result Taxonomic Details","06.01.10.09.04","ResourcePublisherName","An entity responsible for making the resource available.","string max 60","Optional","","TaxonomicDetailsCitation/ResourcePublisherName",,"ResourcePublisherName","TaxonomicDetailsCitation/ResourcePublisherName","TaxonomicDetailsCitation/ResourcePublisherName",,,,,,,
"TaxonomyCitation_ResourceDate","","Result Taxonomic Details","06.01.10.09.05","ResourceDate","A date of an event in the lifecycle of the resource.","date (YYYY-MM-DD)","Conditional (see business rule)","","TaxonomicDetailsCitation/ResourceDate",,"ResourceDate","TaxonomicDetailsCitation/ResourceDate","TaxonomicDetailsCitation/ResourceDate",,,,,,,
"TaxonomyCitation_ResourceIdentifier","","Result Taxonomic Details","06.01.10.09.06","ResourceIdentifier","An unambiguous reference to the resource within a given context.","string min 1 string max 255","Conditional (see business rule)","","TaxonomicDetailsCitation/ResourceIdentifier",,"ResourceIdentifier","TaxonomicDetailsCitation/ResourceIdentifier","TaxonomicDetailsCitation/ResourceIdentifier",,,,,,,
"FrequencyClass_DescriptorCodeA","","Result Frequency Class Information","06.01.10.10.01","FrequencyClassDescriptorCode","A code that describes the frequency class, either as a life stage, abnormality, gender, or measurable characteristic (i.e. length, weight) used to categorize a biological population count. ","domain list string max 50","Conditional (see business rule)","Yes","FrequencyClassDescriptorCode",,,"FrequencyClassDescriptorCode",,,,,,,,
"FrequencyClass_DescriptorUnitA","","Result Frequency Class Information","06.01.10.10.02","FrequencyClassDescriptorUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Conditional (see business rule)","Yes","FrequencyClassDescriptorUnitCode",,,"FrequencyClassDescriptorUnitCode",,,,,,,,
"FrequencyClass_LowerClassBoundValueA","","Result Frequency Class Information","06.01.10.10.03","LowerClassBoundValue","This described the lower bound for a frequency class descriptor.","string max 60","Conditional (see business rule)","","LowerClassBoundValue",,,"LowerClassBoundValue",,,,,,,,
"FrequencyClass_UpperClassBoundValueA","","Result Frequency Class Information","06.01.10.10.04","UpperClassBoundValue","This described the upper bound for a frequency class descriptor.","string max 60","Conditional (see business rule)","","UpperClassBoundValue",,,"UpperClassBoundValue",,,,,,,,
"FrequencyClass_DescriptorCodeB","","Result Frequency Class Information","06.01.10.10.01","FrequencyClassDescriptorCode","A code that describes the frequency class, either as a life stage, abnormality, gender, or measurable characteristic (i.e. length, weight) used to categorize a biological population count. ","domain list string max 50","Conditional (see business rule)","Yes","FrequencyClassDescriptorCode",,,"FrequencyClassDescriptorCode",,,,,,,,
"FrequencyClass_DescriptorUnitB","","Result Frequency Class Information","06.01.10.10.02","FrequencyClassDescriptorUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Conditional (see business rule)","Yes","FrequencyClassDescriptorUnitCode",,,"FrequencyClassDescriptorUnitCode",,,,,,,,
"FrequencyClass_LowerClassBoundValueB","","Result Frequency Class Information","06.01.10.10.03","LowerClassBoundValue","This described the lower bound for a frequency class descriptor.","string max 60","Conditional (see business rule)","","LowerClassBoundValue",,,"LowerClassBoundValue",,,,,,,,
"FrequencyClass_UpperClassBoundValueB","","Result Frequency Class Information","06.01.10.10.04","UpperClassBoundValue","This described the upper bound for a frequency class descriptor.","string max 60","Conditional (see business rule)","","UpperClassBoundValue",,,"UpperClassBoundValue",,,,,,,,
"FrequencyClass_DescriptorCodeC","","Result Frequency Class Information","06.01.10.10.01","FrequencyClassDescriptorCode","A code that describes the frequency class, either as a life stage, abnormality, gender, or measurable characteristic (i.e. length, weight) used to categorize a biological population count. ","domain list string max 50","Conditional (see business rule)","Yes","FrequencyClassDescriptorCode",,,"FrequencyClassDescriptorCode",,,,,,,,
"FrequencyClass_DescriptorUnitC","","Result Frequency Class Information","06.01.10.10.02","FrequencyClassDescriptorUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Conditional (see business rule)","Yes","FrequencyClassDescriptorUnitCode",,,"FrequencyClassDescriptorUnitCode",,,,,,,,
"FrequencyClass_LowerClassBoundValueC","","Result Frequency Class Information","06.01.10.10.03","LowerClassBoundValue","This described the lower bound for a frequency class descriptor.","string max 60","Conditional (see business rule)","","LowerClassBoundValue",,,"LowerClassBoundValue",,,,,,,,
"FrequencyClass_UpperClassBoundValueC","","Result Frequency Class Information","06.01.10.10.04","UpperClassBoundValue","This described the upper bound for a frequency class descriptor.","string max 60","Conditional (see business rule)","","UpperClassBoundValue",,,"UpperClassBoundValue",,,,,,,,
"ResultDepthHeight_Measure","","Result Description","06.00.20.01","MeasureValue","The recorded dimension, capacity, quality, or amount of something ascertained by measuring or observing.","string max 60","Optional","","ResultDepthHeightMeasure/MeasureValue",,,"ResultDepthHeightMeasure/MeasureValue","ResultDepthHeightMeasure/MeasureValue",,"ResultDepthHeightMeasure/MeasureValue",,,,,
"ResultDepthHeight_MeasureUnit","","Result Description","06.00.20.02","MeasureUnitCode","The code that represents the unit for measuring the item.","From domain values string max 12","Optional","Yes","ResultDepthHeightMeasure/MeasureUnitCode",,,"ResultDepthHeightMeasure/MeasureUnitCode","ResultDepthHeightMeasure/MeasureUnitCode",,"ResultDepthHeightMeasure/MeasureUnitCode",,,,,
"ResultDepthHeight_AltitudeReferencePoint","","Result Description","06.00.21","ResultDepthAltitudeReferencePointText","The reference used to indicate the datum or reference used to establish the depth/altitude of a result.","string max 125","Optional","","ResultDepthAltitudeReferencePointText",,,"ResultDepthAltitudeReferencePointText","ResultDepthAltitudeReferencePointText",,"ResultDepthAltitudeReferencePointText",,,,,
"ResultDepthHeight_SamplingPointName","","Result Description","06.00.22","ResultSamplingPointName","Single point name within a sampling frame or protocol that is associated with the reported result.","String max 120","Optional","","ResultSamplingPointName",,,"ResultSamplingPointName","ResultSamplingPointName",,,,,,,
"ResultDepthHeight_SamplingPointType","","Result Description","06.00.23","ResultSamplingPointType","Location of a Single point within a sampling frame or position that is associated with the reported result.","From domain values string max 60","Optional","",,,,,,,,,,,,
"ResultDepthHeight_SamplingPointPlaceInSeries","","Result Description","06.00.24","ResultSamplingPointPlaceInSeries","The order in which a single point within a sampling frame was visited in relation to other components. ","String max 60","Optional","",,,,,,,,,,,,
"ResultDepthHeight_SamplingPointComment","","Result Description","06.00.25","ResultSamplingPointCommentText","Text description of a single point within a sampling frame for the result.","String max 4000","Optional","",,,,,,,,,,,,
"ResultDepthHeight_RecordIdentifierUserSupplied","","Result Description","06.00.26","RecordIdentifierUserSupplied","The user supplied record  identifier that is  unquely associated with data entered.","String max 60","Optional","",,,,,,,,,,,,
"Result_MeasureIdentifier","","","06.00.07outbounda","ResultIdentifier","A numeric or alphanumeric string that is associated with a single entity within a given system. UIDs make it possible to address that entity so that it can be accessed and interacted with.","","","","ResultIdentifier",,,,"ResultIdentifier",,"ResultIdentifier",,,"ResultIdentifier",,
"Result_Measure","","Result Description","06.00.07.01","ResultMeasureValue","The reportable measure of the result for the chemical, microbiological or other characteristic being analyzed.","String max 60","Conditional (see business rule)","Conditional (see note)","ResultMeasureValue",,,"ResultMeasureValue","ResultMeasureValue",,"ResultMeasureValue",,,,,
"Result_MeasureUnit","","Result Description","06.00.07.02","MeasureUnitCode","The code that represents the unit for measuring the chemical substance, microbiological substance or other characteristic.","From domain values string max 12 (Measure Unit Code)","Conditional (see business rule)","Yes
","ResultMeasure/MeasureUnitCode",,,"ResultMeasure/MeasureUnitCode","ResultMeasure/MeasureUnitCode",,"ResultMeasure/MeasureUnitCode",,,,,
"Result_MeasureQualifierCode","","Result Description","06.00.07.03","MeasureQualifierCode","A code used to identify any qualifying issues that affect the results.","From domain values string max 35","Optional; may have 0 to 6.","Yes","MeasureQualifierCode",,,"MeasureQualifierCode","MeasureQualifierCode",,"MeasureQualifierCode",,,,,
"Result_TargetCount","","Result Description","06.00.08","TargetCount","A code used to identify the intended count that the sorter was aiming for.","From domain values string max 35","Conditionally required for benthic assemblages (see business rule)","Yes
",,,,,,,,,,,,
"Result_ProportionSampleProcessed","","Result Description","06.00.09","ProportionSampleProcessedNumeric","This field captures the proportion of the sample processed. Proportion is stored as a number between 0 and 1. Large/rare count would be documented as 1 (100%).","decimal","Conditionally required for benthic assemblages (see business rule).","",,,,,,,,,,,,
"Result_MeasureStatusIdentifier","","Result Description","06.00.10","ResultStatusIdentifier","Indicates acceptability of the result with respect to QA/QC criteria.","From domain values string max 12","Conditional (see business rule)","Yes
","ResultStatusIdentifier",,,"ResultStatusIdentifier","ResultStatusIdentifier",,"ResultStatusIdentifier",,,,,
"Result_StatisticalBase","","Result Description","06.00.11","StatisticalBaseCode","The code for the method used to calculate derived results.","From domain values string max 25","Optional","Yes
","StatisticalBaseCode",,,"StatisticalBaseCode","StatisticalBaseCode",,"StatisticalBaseCode",,,,,
"Result_StatisticalNValue","","Result Description","06.00.12","StatisticalNValueNumeric","The number of repeated measurements taken to calculate the result value as an average.","nonNegativeInteger","Optional","",,,,,,,,,,,,
"Result_MeasureType","","Result Description","06.00.13","ResultValueTypeName","A name that qualifies the process which was used in the determination of the result value (e.g., actual, estimated, calculated).","From domain values string max 20","Conditional (see business rule)","Yes
","ResultValueTypeName",,,"ResultValueTypeName","ResultValueTypeName",,"ResultValueTypeName",,,,,
"Result_WeightBasis","","Result Description","06.00.14","ResultWeightBasisText","The name that represents the form of the sample or portion of the sample which is associated with the result value (e.g., wet weight, dry weight, ash-free dry weight). ","From domain values string max 60","Optional","Yes
","ResultWeightBasisText",,,,,,"ResultWeightBasisText",,,,,
"Result_TimeBasis","","Result Description","06.00.15","ResultTimeBasisText","The period of time (in days) over which a measurement was made. For example, BOD can be measured as 5 day or 20 day BOD.","From domain values string max 12","Optional","Yes
","ResultTimeBasisText",,,,,,"ResultTimeBasisText",,,,,
"Result_MeasureTemperatureBasis","","Result Description","06.00.16","ResultTemperatureBasisText","The name that represents the controlled temperature at which the sample was maintained during analysis, e.g. 25 deg BOD analysis. ","From domain values string max 12","Optional","Yes
","ResultTemperatureBasisText",,,,,,"ResultTemperatureBasisText",,,,,
"Result_MeasureParticleSizeBasis","","Result Description","06.00.17","ResultParticleSizeBasisText","User defined free text describing the particle size class for which the associated result is defined.  ","string max 40","Optional","","ResultParticleSizeBasisText",,,,,,"ResultParticleSizeBasisText",,,,,
"DataQuality_PrecisionValue","","Result Description","06.00.18.01","PrecisionValue","A measure of mutual agreement among individual measurements of
the same property usually under prescribed similar conditions.","string max 60","Optional","","PrecisionValue",,,"PrecisionValue","PrecisionValue",,"DataQuality/PrecisionValue",,,,,
"DataQuality_BiasValue","","Result Description","06.00.18.02","BiasValue","The systematic or persistent distortion of a measurement process which causes error in one direction.","String max 60","Optional","","DataQuality/BiasValue",,,"DataQuality/BiasValue","DataQuality/BiasValue",,"DataQuality/BiasValue",,,,,
"DataQuality_ConfidenceIntervalValue","","Result Description","06.00.18.03","ConfidenceIntervalValue","A range of values constructed so that this range has a specified probability of including the true population mean.","String max 60","Optional","","ConfidenceIntervalValue",,,"ConfidenceIntervalValue","ConfidenceIntervalValue",,"DataQuality/ConfidenceIntervalValue",,,,,
"DataQuality_UpperConfidenceLimitValue","","Result Description","06.00.18.04","UpperConfidenceLimitValue","Value of the upper end of the confidence interval.","String max 60","Optional","","UpperConfidenceLimitValue",,,"UpperConfidenceLimitValue","UpperConfidenceLimitValue",,"DataQuality/UpperConfidenceLimitValue",,,,,
"DataQuality_LowerConfidenceLimitValue","","Result Description","06.00.18.05","LowerConfidenceLimitValue","Value of the lower end of the confidence interval.","String max 60","Optional","","LowerConfidenceLimitValue",,,"LowerConfidenceLimitValue","LowerConfidenceLimitValue",,"DataQuality/LowerConfidenceLimitValue",,,,,
"DataQuality_ResultComment","","Result Description","06.00.19","ResultCommentText","Free text with general comments concerning the result.","string max 4000","Optional","","ResultCommentText",,,"ResultCommentText","ResultCommentText",,"ResultCommentText",,,,,
"DetectionLimit_Type","","Result Detection Quantitation Limit","06.05.07.01","DetectionQuantitationLimitTypeName","Text describing the type of detection or quantitation limit used in the analysis of a characteristic.","From domain values string max 35","Mandatory","Yes
","DetectionQuantitationLimitTypeName",,,,,,,,,"DetectionQuantitationLimitTypeName",,
"DetectionLimit_TypeA","","Result Detection Quantitation Limit","06.05.07.01","DetectionQuantitationLimitTypeName","Text describing the type of detection or quantitation limit used in the analysis of a characteristic.","From domain values string max 35","Mandatory","Yes
","DetectionQuantitationLimitTypeName",,,"DetectionQuantitationLimitTypeName",,,,,,,,
